Started Log File:     logs/MMTK 2022-09-18 21-37-56-MOCK.txt
Data Source:     MOCK

1	0.40353784	0.2	1.0106134	2	5	1	1	0	11.747331	1	1	1	1	0	
1	0.56700796	0.5	1.2010238	5	5	1	1	0	11.644037	1	1	1	1	0	
1	1.1558409	0.70000005	2.7675226	7	5	1	1	0	11.988518	1	1	1	1	0	
1	1.4784598	0.8000001	3.6353793	8	5	1	1	0	12.270717	1	1	1	1	0	
1	1.7832109	1.0000001	4.3496327	10	5	1	0	0	11.905618	1	0	1	0	0	
1	2.3189352	1.2000002	5.7568054	12	5	1	0	0	11.87858	1	0	1	0	0	
1	2.5458078	1.3000002	6.3374233	13	5	1	0	0	11.837935	1	0	1	0	0	
1	2.592752	1.4000002	6.378256	14	5	1	0	0	12.233295	1	0	1	0	0	
1	2.733802	1.6000003	6.6014066	16	5	1	0	0	12.307153	1	0	1	0	0	
1	2.833562	1.7000003	6.8006854	17	5	1	0	0	11.6668415	1	0	1	0	0	
1	3.0844707	1.9000003	7.353412	19	5	1	0	0	11.74643	1	0	1	0	0	
1	3.3457708	2.0000002	8.0373125	20	5	0	0	0	11.723092	1	0	1	1	1	
1	4.1628375	2.3	10.188513	23	5	0	0	0	11.827255	1	0	1	1	1	
1	4.335546	2.3999999	10.606639	24	5	0	0	0	12.060739	1	0	1	1	1	
1	4.593893	2.4999998	11.281679	25	5	0	0	0	12.277588	1	0	1	1	1	
1	4.9655366	2.7999995	12.096611	28	5	0	0	0	11.714471	1	0	1	1	1	
1	5.2518377	2.8999994	12.855514	29	5	0	0	0	11.922381	1	0	1	1	1	
1	6.1407437	3.199999	15.222233	32	5	1	0	1	12.28327	1	0	0	1	1	
1	7.5721345	3.8999984	18.816406	39	5	1	0	1	11.720644	1	0	0	1	1	
1	7.6851864	3.9999983	19.055561	40	5	1	0	1	12.276389	1	0	0	1	1	
1	7.9174542	4.0999985	19.652365	41	5	0	1	1	12.101118	1	0	1	0	0	
1	7.9542146	4.1999984	19.662645	42	5	0	1	1	11.867903	1	0	1	0	0	
1	9.101002	4.699998	22.603008	47	5	0	1	1	12.348159	1	0	1	0	0	
1	9.459177	4.799998	23.577534	48	5	0	1	1	11.805642	1	0	1	0	0	
1	9.6490345	4.8999977	24.047106	49	5	0	1	1	11.7501	1	0	1	0	0	
1	10.305295	5.2999973	25.615889	53	2	0	1	1	11.988525	1	0	0	0	0	
1	11.364787	5.699997	28.394361	57	2	0	1	1	12.044124	1	0	0	0	0	
1	11.822656	5.9999967	29.467972	60	2	0	1	1	12.188684	1	0	0	0	0	
1	12.085826	6.0999966	30.157478	61	2	1	1	1	12.423641	0	0	1	0	1	
1	12.717315	6.2999964	31.851948	63	2	1	1	1	11.708238	0	0	1	0	1	
1	13.045216	6.3999963	32.73565	64	2	1	1	1	11.809994	0	0	1	0	1	
1	13.294761	6.599996	33.284286	66	2	1	1	1	12.440482	0	0	1	0	1	
1	13.363766	6.699996	33.3913	67	2	1	1	1	11.894346	0	0	1	0	1	
1	14.016052	6.9999957	35.04816	70	2	1	1	1	11.593452	0	0	1	0	1	
1	14.402504	7.2999954	35.907516	73	2	1	1	1	12.081175	1	0	0	1	0	
1	14.71093	7.3999953	36.732796	74	2	1	1	1	11.939741	1	0	0	1	0	
1	15.032254	7.499995	37.596767	75	2	1	1	1	12.241088	1	0	0	1	0	
1	15.681266	7.799995	39.2438	78	2	1	1	1	12.2590275	1	0	0	1	0	
1	15.811894	7.899995	39.53569	79	2	1	1	1	11.791819	1	0	0	1	0	
1	15.856454	7.9999948	39.569366	80	2	1	1	1	12.17215	1	0	0	1	0	
1	16.054714	8.099995	40.064148	81	2	0	1	1	11.731807	1	0	1	1	1	
1	17.188917	8.499996	43.066753	85	2	0	1	1	12.372983	1	0	1	1	1	
1	17.606268	8.699997	44.118805	87	2	0	1	1	12.262383	1	0	1	1	1	
1	17.681475	8.799997	44.244427	88	2	0	1	1	11.568745	1	0	1	1	1	
1	17.860209	8.999998	44.58063	90	2	0	1	1	12.405051	1	0	1	1	1	
1	18.213339	9.099998	45.540016	91	2	0	0	0	11.5517435	1	0	0	1	0	
1	18.41488	9.199999	46.044647	92	2	0	0	0	11.911961	1	0	0	1	0	
1	18.54296	9.299999	46.32888	93	2	0	0	0	12.119259	1	0	0	1	0	
1	19.7701	9.900002	49.410297	99	2	0	0	0	12.007804	1	0	0	1	0	
1	20.097591	10.100002	50.192772	101	5	1	1	1	12.010404	1	1	0	1	0	
1	20.205833	10.200003	50.4175	102	5	1	1	1	12.234497	1	1	0	1	0	
1	20.87557	10.500004	52.12671	105	5	1	1	1	12.289353	1	1	0	1	0	
1	21.56228	10.700005	53.986835	107	5	1	1	1	12.077127	1	1	0	1	0	
1	21.857256	10.900005	54.671764	109	5	1	1	1	12.109015	1	1	0	1	0	
1	22.16543	11.000006	55.49629	110	5	1	1	0	11.829451	1	1	1	0	0	
1	22.49211	11.100006	56.37632	111	5	1	1	0	11.839876	1	1	1	0	0	
1	22.627968	11.2000065	56.6839	112	5	1	1	0	12.47966	1	1	1	0	0	
1	22.796774	11.300007	57.090313	113	5	1	1	0	11.894058	1	1	1	0	0	
1	22.956747	11.400007	57.470234	114	5	1	1	0	12.1867285	1	1	1	0	0	
1	23.281372	11.500008	58.344105	115	5	1	1	0	11.616274	1	1	1	0	0	
1	23.580153	11.700008	59.040447	117	5	1	1	0	12.294205	1	1	1	0	0	
1	23.939093	12.00001	59.817265	120	5	1	0	1	11.9184265	0	0	1	1	0	
1	24.295908	12.300011	60.58771	123	5	1	0	1	11.911599	0	0	1	1	0	
1	24.567719	12.400011	61.303146	124	5	1	0	1	11.755064	0	0	1	1	0	
1	25.175138	12.800013	62.725403	128	5	1	0	1	11.791363	0	0	1	1	0	
1	25.79468	13.000013	64.384026	130	5	1	1	1	12.004591	0	1	0	1	1	
1	26.033876	13.200014	64.90162	132	5	1	1	1	12.169268	0	1	0	1	1	
1	26.811274	13.500015	66.93381	135	5	1	1	1	12.155044	0	1	0	1	1	
1	27.261007	13.800016	67.983	138	5	1	1	1	12.057611	0	1	0	1	1	
1	27.737183	14.100018	69.111534	141	5	1	1	0	12.344496	1	0	0	0	0	
1	28.023378	14.200018	69.87012	142	5	1	1	0	12.4928665	1	0	0	0	0	
1	28.078169	14.300018	69.93449	143	5	1	1	0	11.689936	1	0	0	0	0	
1	28.253931	14.400019	70.36178	144	5	1	1	0	11.945938	1	0	0	0	0	
1	29.750746	15.000021	74.25221	150	4	0	1	1	11.565338	1	0	0	1	1	
1	30.062372	15.100021	75.0871	151	4	0	1	1	12.093296	1	0	0	1	1	
1	30.529398	15.300022	76.28817	153	4	0	1	1	12.451333	1	0	0	1	1	
1	30.97941	15.600023	77.33821	156	4	0	1	1	12.120327	1	0	0	1	1	
1	31.186335	15.700024	77.85898	157	4	0	1	1	12.108412	1	0	0	1	1	
1	31.541739	15.800024	78.82519	158	4	0	1	1	11.601279	1	0	0	1	1	
1	31.753616	15.900024	79.360825	159	4	0	1	1	12.131592	1	0	0	1	1	
1	31.79496	16.000025	79.38486	160	4	1	0	0	11.943789	0	0	1	0	1	
1	31.929611	16.100025	79.688805	161	4	1	0	0	12.266621	0	0	1	0	1	
1	32.463512	16.300026	81.09051	163	4	1	0	0	12.1508255	0	0	1	0	1	
1	32.677105	16.400026	81.631294	164	4	1	0	0	12.443277	0	0	1	0	1	
1	32.88626	16.600027	82.058754	166	4	1	0	0	12.200394	0	0	1	0	1	
1	33.13049	16.800028	82.591446	168	4	1	0	0	12.256599	0	0	1	0	1	
1	33.532497	17.000029	83.597466	170	4	0	1	0	12.008773	1	0	1	1	0	
1	33.88557	17.100029	84.55668	171	4	0	1	0	11.643433	1	0	1	1	0	
1	34.32334	17.40003	85.56999	174	4	0	1	0	11.616476	1	0	1	1	0	
1	34.751366	17.60003	86.65407	176	4	0	1	0	12.297665	1	0	1	1	0	
1	35.001186	17.700031	87.30353	177	4	0	1	0	11.996039	1	0	1	1	0	
1	35.449917	17.900032	88.44972	179	4	0	1	0	12.276579	1	0	1	1	0	
